"('Pasing', 'Laim', 0.020555842541592245, 3.0205558425415924)",1,0
"('Obersendling', 'Neuperlach Zentrum', 0.0018379728618135322, 3.0018379728618134)",1,0
"('Ostbahnhof', 'Giesing', 0.0023387335796732217, 3.0023387335796734)",1,0
"('Obersendling', 'Heimeranplatz', 0.02766254885900294, 3.027662548859003)",1,0
"('Obersendling', 'Klinikum Grosshadern', 0.04386944117967787, 3.043869441179678)",1,0
"('Ostbahnhof', 'Feldmoching', 0.004816464141014472, 3.0048164641410144)",1,0
"('Studentenstadt', 'Klinikum Grosshadern', 0.01294657349447293, 3.012946573494473)",1,0
"('Obersendling', 'Rotkreuzplatz', 0.003228629393967463, 3.0032286293939676)",1,0
"('Ostbahnhof', 'Theresienstrasse', 0.10207800803683444, 3.1020780080368344)",1,0
"('Pasing', 'Theresienstrasse', 0.0036525138924726743, 3.003652513892473)",1,0
"('Studentenstadt', 'Trudering', 0.10861100674351624, 3.108611006743516)",1,0
"('Obersendling', 'Studentenstadt', 0.11274432591293722, 3.1127443259129373)",1,0
"('Pasing', 'Westpark', 0.059662856058438955, 3.059662856058439)",1,0
"('Pasing', 'Harras', 0.016496808330977202, 3.0164968083309773)",1,0
"('Obersendling', 'Innsbrucker Ring', 0.05672240505813061, 3.0567224050581308)",1,0
"('Obersendling', 'Innsbrucker Ring', 0.07438044278658808, 3.074380442786588)",1,0
"('Pasing', 'Karlsplatz', 0.12412533919684045, 3.1241253391968407)",1,0
"('Studentenstadt', 'Neuperlach Zentrum', 0.03348537369240523, 3.0334853736924052)",1,0
"('Obersendling', 'Giesing', 0.009720313069598842, 3.009720313069599)",1,0
"('Ostbahnhof', 'Klinikum Grosshadern', 0.05086439767968076, 3.050864397679681)",1,0
"('Studentenstadt', 'Westpark', 0.04512855403123559, 3.0451285540312356)",1,0
"('Studentenstadt', 'Pasing', 0.2394616170220148, 3.2394616170220147)",1,0
"('Obersendling', 'Hauptbahnhof', 0.036776936699202574, 3.036776936699203)",1,0
"('Ostbahnhof', 'Giesing', 0.036448211728296015, 3.036448211728296)",1,0
"('Pasing', 'Ostbahnhof', 0.04502148501479727, 3.0450214850147974)",1,0
"('Pasing', 'Feldmoching', 0.028247019547723455, 3.0282470195477234)",1,0
"('Ostbahnhof', 'Scheidplatz', 0.2722846250020705, 3.2722846250020705)",1,0
"('Studentenstadt', 'Westpark', 0.08476504472338148, 3.0847650447233814)",1,0
"('Obersendling', 'Laim', 0.01977115925645857, 3.0197711592564587)",1,0
"('Obersendling', 'Karlsplatz', 0.01015240338397509, 3.0101524033839753)",1,0
"('Pasing', 'Harras', 0.09312458015627174, 3.093124580156272)",1,0
"('Ostbahnhof', 'Studentenstadt', 0.03724639262615798, 3.037246392626158)",1,0
"('Obersendling', 'Sendlinger Tor', 0.19598381810526078, 3.195983818105261)",1,0
"('Obersendling', 'Mangfallplatz', 0.0694975882681405, 3.0694975882681406)",1,0
"('Obersendling', 'Giesing', 0.0717211054634928, 3.0717211054634928)",1,0
"('Pasing', 'Sendlinger Tor', 0.11768580150401041, 3.1176858015040105)",1,0
"('Obersendling', 'Feldmoching', 0.030218065645637462, 3.0302180656456374)",1,0
"('Studentenstadt', 'Laim', 0.007111347104217231, 3.007111347104217)",1,0
"('Studentenstadt', 'Scheidplatz', 0.0028018466143508317, 3.002801846614351)",1,0
"('Studentenstadt', 'Hauptbahnhof', 0.05948900696048795, 3.059489006960488)",1,0
"('Pasing', 'Milbertshofen', 0.17524067819478284, 3.1752406781947826)",1,0
"('Studentenstadt', 'Laim', 0.2896204423742004, 3.2896204423742006)",1,0
"('Pasing', 'Theresienstrasse', 0.003939608741320392, 3.0039396087413204)",1,0
"('Obersendling', 'Innsbrucker Ring', 0.10931209432753285, 3.109312094327533)",1,0
"('Ostbahnhof', 'Klinikum Grosshadern', 0.13346580488722987, 3.13346580488723)",1,0
"('Pasing', 'Innsbrucker Ring', 0.025571662184796656, 3.0255716621847966)",1,0
"('Studentenstadt', 'Klinikum Grosshadern', 0.05379050804957284, 3.053790508049573)",1,0
"('Studentenstadt', 'Milbertshofen', 0.04253053038256682, 3.042530530382567)",1,0
"('Obersendling', 'Neuperlach Zentrum', 0.03812456368722368, 3.038124563687224)",1,0
"('Ostbahnhof', 'Karlsplatz', 0.0447445987803917, 3.0447445987803916)",1,0
"('Ostbahnhof', 'Karlsplatz', 0.08331763707359752, 3.0833176370735975)",1,0
"('Pasing', 'Milbertshofen', 0.22887164419287653, 3.2288716441928766)",1,0
"('Ostbahnhof', 'Arabellapark', 0.00832529608192154, 3.0083252960819213)",1,0
"('Obersendling', 'Milbertshofen', 0.03683805635934646, 3.0368380563593464)",1,0
"('Pasing', 'Studentenstadt', 0.04426881949087248, 3.0442688194908727)",1,0
"('Studentenstadt', 'Karlsplatz', 0.014779544069318334, 3.0147795440693184)",1,0
"('Ostbahnhof', 'Milbertshofen', 0.0275775112619443, 3.0275775112619443)",1,0
"('Pasing', 'Munchner Freiheit', 0.04379973419833461, 3.0437997341983345)",1,0
"('Obersendling', 'Hauptbahnhof', 0.03794963831052527, 3.037949638310525)",1,0
"('Ostbahnhof', 'Munchner Freiheit', 0.13252790978936693, 3.132527909789367)",1,0
"('Studentenstadt', 'Heimeranplatz', 0.0341246527586357, 3.034124652758636)",1,0
"('Obersendling', 'Feldmoching', 0.05363322297760846, 3.0536332229776084)",1,0
"('Obersendling', 'Ostbahnhof', 0.04064486196014945, 3.0406448619601494)",1,0
"('Pasing', 'Giesing', 0.053255328946341884, 3.0532553289463418)",1,0
"('Ostbahnhof', 'Obersendling', 0.04943097241435176, 3.049430972414352)",1,0
"('Obersendling', 'Trudering', 0.057966189653706666, 3.0579661896537065)",1,0
"('Obersendling', 'Scheidplatz', 0.08786193207141901, 3.087861932071419)",1,0
"('Studentenstadt', 'Sendlinger Tor', 0.0985351617402582, 3.098535161740258)",1,0
"('Studentenstadt', 'Heimeranplatz', 0.045851923541300604, 3.0458519235413006)",1,0
"('Obersendling', 'Milbertshofen', 0.08864924138527171, 3.0886492413852715)",1,0
"('Pasing', 'Ostbahnhof', 0.07848819475226901, 3.078488194752269)",1,0
"('Studentenstadt', 'Scheidplatz', 0.08091966887685159, 3.0809196688768514)",1,0
"('Ostbahnhof', 'Giesing', 0.11483176279565585, 3.1148317627956557)",1,0
"('Ostbahnhof', 'Rotkreuzplatz', 0.04479588210527796, 3.044795882105278)",1,0
"('Studentenstadt', 'Giesing', 0.003922658659307376, 3.0039226586593073)",1,0
"('Studentenstadt', 'Obersendling', 0.05273360007415557, 3.0527336000741556)",1,0
"('Obersendling', 'Theresienstrasse', 0.19129959736967786, 3.191299597369678)",1,0
"('Pasing', 'Ostbahnhof', 0.08117329001611759, 3.0811732900161175)",1,0
"('Obersendling', 'Rotkreuzplatz', 0.052147287959258284, 3.0521472879592584)",1,0
"('Obersendling', 'Rotkreuzplatz', 0.12750160847866365, 3.1275016084786635)",1,0
"('Studentenstadt', 'Pasing', 0.3925409980565724, 3.3925409980565724)",1,0
"('Obersendling', 'Studentenstadt', 0.1695717587795079, 3.169571758779508)",1,0
"('Studentenstadt', 'Ostbahnhof', 0.07212729809287438, 3.0721272980928744)",1,0
"('Obersendling', 'Hauptbahnhof', 0.09813390625850855, 3.0981339062585085)",1,0
"('Studentenstadt', 'Pasing', 0.4272380607632015, 3.4272380607632016)",1,0
"('Studentenstadt', 'Rotkreuzplatz', 0.004350659323606705, 3.004350659323607)",1,0
"('Obersendling', 'Laim', 0.09087875001168735, 3.0908787500116874)",1,0
"('Pasing', 'Hauptbahnhof', 0.04969914247606645, 3.0496991424760664)",1,0
"('Ostbahnhof', 'Olympia Einkaufszentrum', 0.28711687068860864, 3.2871168706886085)",1,0
"('Obersendling', 'Hauptbahnhof', 0.2530591438506239, 3.253059143850624)",1,0
"('Studentenstadt', 'Theresienstrasse', 0.019859735485719808, 3.0198597354857197)",1,0
"('Pasing', 'Westpark', 0.07106758395695707, 3.0710675839569572)",1,0
"('Pasing', 'Neuperlach Zentrum', 0.004529820247040154, 3.0045298202470403)",1,0
"('Obersendling', 'Hauptbahnhof', 0.3353810054954466, 3.3353810054954467)",1,0
"('Studentenstadt', 'Theresienstrasse', 0.3607164716141721, 3.360716471614172)",1,0
"('Ostbahnhof', 'Arabellapark', 0.015066201823492734, 3.0150662018234926)",1,0
"('Pasing', 'Arabellapark', 0.08820493252681867, 3.0882049325268186)",1,0
"('Pasing', 'Harras', 0.15021441068026006, 3.15021441068026)",1,0
"('Pasing', 'Theresienstrasse', 0.027062862470744048, 3.027062862470744)",1,0
"('Pasing', 'Ostbahnhof', 0.12538793305040064, 3.1253879330504004)",1,0
"('Pasing', 'Hauptbahnhof', 0.05373173574391029, 3.05373173574391)",1,0
"('Ostbahnhof', 'Rotkreuzplatz', 0.07907146177371988, 3.07907146177372)",1,0
"('Obersendling', 'Studentenstadt', 0.17785033023303448, 3.1778503302330345)",1,0
"('Ostbahnhof', 'Klinikum Grosshadern', 0.1379547181450436, 3.1379547181450436)",1,0
"('Studentenstadt', 'Milbertshofen', 0.09426124274473419, 3.094261242744734)",1,0
"('Obersendling', 'Hauptbahnhof', 0.4030748069565719, 3.403074806956572)",1,0
"('Pasing', 'Westpark', 0.09578158705707007, 3.09578158705707)",1,0
"('Studentenstadt', 'Klinikum Grosshadern', 0.06509211781563073, 3.065092117815631)",1,0
"('Obersendling', 'Sendlinger Tor', 0.2227441456758945, 3.2227441456758945)",1,0
"('Pasing', 'Heimeranplatz', 0.09270029036948003, 3.0927002903694802)",1,0
"('Pasing', 'Ostbahnhof', 0.14385456609206837, 3.1438545660920685)",1,0
"('Obersendling', 'Karlsplatz', 0.15489480386039503, 3.1548948038603952)",1,0
"('Ostbahnhof', 'Westpark', 0.008020584233117306, 3.008020584233117)",1,0
"('Ostbahnhof', 'Trudering', 0.13091259755616227, 3.1309125975561622)",1,0
"('Ostbahnhof', 'Feldmoching', 0.03011809284821018, 3.0301180928482103)",1,0
"('Ostbahnhof', 'Karlsplatz', 0.1636720953726507, 3.1636720953726507)",1,0
"('Obersendling', 'Milbertshofen', 0.20868952658077689, 3.208689526580777)",1,0
"('Ostbahnhof', 'Heimeranplatz', 0.006097068399779006, 3.006097068399779)",1,0
"('Obersendling', 'Innsbrucker Ring', 0.13770334416949778, 3.137703344169498)",1,0
"('Obersendling', 'Milbertshofen', 0.23904425875595056, 3.2390442587559507)",1,0
"('Studentenstadt', 'Mangfallplatz', 0.04182986586943795, 3.041829865869438)",1,0
"('Obersendling', 'Scheidplatz', 0.3311058620961099, 3.33110586209611)",1,0
"('Studentenstadt', 'Olympia Einkaufszentrum', 0.05059639409544, 3.05059639409544)",1,0
"('Obersendling', 'Westpark', 0.02827530053914176, 3.028275300539142)",1,0
"('Pasing', 'Sendlinger Tor', 0.16636877976976233, 3.1663687797697624)",1,0
"('Obersendling', 'Arabellapark', 0.023762374922252413, 3.0237623749222524)",1,0
"('Obersendling', 'Pasing', 0.017794554466671986, 3.017794554466672)",1,0
"('Ostbahnhof', 'Laim', 0.07223652058748938, 3.0722365205874893)",1,0
"('Ostbahnhof', 'Munchner Freiheit', 0.14428233642849136, 3.1442823364284913)",1,0
"('Pasing', 'Mangfallplatz', 0.003964973642676058, 3.003964973642676)",1,0
"('Studentenstadt', 'Scheidplatz', 0.2282212757793865, 3.2282212757793864)",1,0
"('Obersendling', 'Feldmoching', 0.15137984405963842, 3.1513798440596386)",1,0
"('Studentenstadt', 'Theresienstrasse', 0.44958746803938154, 3.4495874680393817)",1,0
